1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
C,B,A,A,C,C,B,D,B,C,C,C,C,A,A,A,C,C,B,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,A,A,A,C,C,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,A,A,B,B,B,B,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,A,A,B,C,C,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,A,B,A,C,B,B,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,A,B,A,C,B,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,A,B,A,C,C,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,A,B,B,C,B,B,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,B,A,B,C,B,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,B,B,B,B,B,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,B,B,B,C,A,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,B,B,B,C,B,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,B,B,C,B,B,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,B,B,C,C,B,C,C,C,0
C,B,A,A,C,C,B,D,B,C,C,C,C,B,B,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,B,D,C,D,C,A,A,A,C,A,C,C,C,0
C,B,A,A,C,C,B,D,C,B,C,B,C,A,A,B,B,C,C,C,C,0
C,B,A,A,C,C,B,D,C,B,C,B,C,A,B,A,B,C,B,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,A,A,A,B,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,A,A,A,C,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,A,A,B,C,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,A,A,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,A,B,A,C,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,A,B,B,C,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,A,B,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,A,B,C,C,C,C,C,C,1
C,B,A,A,C,C,B,D,C,C,C,C,C,A,C,A,D,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,B,A,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,B,B,C,B,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,B,B,C,B,C,C,C,C,1
C,B,A,A,C,C,B,D,C,C,C,C,C,B,B,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,C,C,C,C,C,B,B,C,C,C,C,C,C,1
C,B,A,A,C,C,B,D,C,C,C,C,C,B,C,C,C,C,C,C,C,1
C,B,A,A,C,C,B,D,C,C,C,C,C,C,B,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,C,D,C,D,C,C,B,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,D,C,C,C,C,B,A,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,D,C,C,C,C,B,A,D,B,C,C,C,C,0
C,B,A,A,C,C,B,D,D,C,C,C,C,B,B,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,D,C,C,C,C,B,B,D,C,C,C,C,C,0
C,B,A,A,C,C,B,D,D,C,C,C,C,B,C,C,C,C,C,C,C,0
C,B,A,A,C,C,B,D,D,C,D,C,C,B,B,C,C,D,C,D,B,0
C,B,A,A,C,C,B,D,D,D,D,D,C,B,A,C,C,C,D,D,C,0
C,B,A,A,C,C,C,A,C,B,C,B,C,A,A,A,B,C,B,C,C,0
C,B,A,A,C,C,C,A,D,B,C,B,C,B,B,C,B,C,C,C,C,0
C,B,A,A,D,D,B,D,D,D,D,D,C,A,A,C,C,D,D,D,C,0
C,B,A,A,D,D,B,D,D,D,D,D,C,B,B,C,C,D,D,D,C,1
C,B,A,B,A,B,C,B,B,B,A,B,C,A,B,B,B,A,B,A,C,0
C,B,A,B,B,B,B,D,B,B,B,B,C,A,A,A,B,B,B,B,C,0
C,B,A,B,B,B,B,D,B,C,B,C,C,A,A,A,B,A,B,B,C,0
C,B,A,B,B,B,C,A,B,B,B,B,C,A,A,A,B,C,B,B,C,0
C,B,A,B,B,B,C,A,B,B,B,B,C,A,A,A,C,B,B,B,C,0
C,B,A,B,B,B,C,A,B,B,B,B,C,A,A,C,B,C,B,B,C,0
C,B,A,B,B,B,C,A,B,B,B,B,C,A,B,B,B,B,B,B,B,0
C,B,A,B,B,B,C,A,C,B,B,B,C,A,A,B,B,C,B,B,B,0
C,B,A,B,B,B,C,A,C,B,B,B,C,A,A,C,B,B,B,B,C,0
C,B,A,B,B,B,C,A,C,B,B,B,C,A,A,C,B,B,B,B,C,1
C,B,A,B,B,B,C,A,C,B,B,B,C,A,A,C,B,C,B,B,C,0
C,B,A,B,B,B,C,A,C,B,B,B,C,A,A,C,B,C,B,B,C,1
C,B,A,B,B,B,C,A,C,B,B,B,C,B,A,C,B,B,B,B,C,0
C,B,A,B,B,B,C,A,C,B,C,B,C,A,A,A,B,C,B,B,C,0
C,B,A,B,B,B,C,B,B,B,B,B,C,A,A,A,B,B,B,B,C,0
C,B,A,B,B,B,C,B,B,B,B,B,C,A,A,C,B,B,B,B,C,0
C,B,A,B,B,B,C,B,B,B,C,B,C,B,A,A,B,B,B,B,C,0
C,B,A,B,B,C,B,D,B,B,C,B,C,A,A,C,B,B,B,B,C,0
C,B,A,B,B,C,B,D,B,B,C,B,C,A,A,C,C,C,B,B,C,0
C,B,A,B,B,C,B,D,B,C,C,C,C,A,A,A,C,B,B,B,C,0
C,B,A,B,B,C,B,D,C,B,C,B,C,A,A,C,C,C,B,C,C,0
C,B,A,B,B,C,C,A,C,B,C,B,C,A,A,C,B,C,B,B,C,0
C,B,A,B,B,C,C,A,C,B,C,B,C,A,A,C,B,C,B,B,C,1
C,B,A,B,B,C,C,A,C,B,C,B,C,A,B,A,B,C,B,B,C,0
C,B,A,B,B,C,C,B,C,B,C,B,C,A,B,A,B,C,B,C,C,0
C,B,A,B,C,C,B,C,D,C,C,C,C,A,A,B,C,C,C,C,C,0
C,B,A,B,C,C,B,D,B,C,C,C,C,A,A,A,C,A,C,C,C,0
C,B,A,B,C,C,B,D,B,C,C,C,C,A,A,A,C,C,C,C,C,0
C,B,A,B,C,C,B,D,B,C,C,C,C,A,A,B,C,C,C,C,C,0
C,B,A,B,C,C,B,D,B,C,C,C,C,A,A,C,B,A,C,C,C,0
C,B,A,B,C,C,B,D,B,C,C,C,C,A,A,C,C,C,C,C,C,0
C,B,A,B,C,C,B,D,B,C,C,C,C,A,B,C,B,B,B,C,C,0
C,B,A,B,C,C,B,D,B,C,C,C,C,A,B,C,C,C,C,C,C,0
C,B,A,B,C,C,B,D,B,C,C,C,C,B,B,A,C,C,C,C,C,0
C,B,A,B,C,C,B,D,B,C,C,C,C,B,B,C,C,B,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,A,A,A,C,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,A,A,B,B,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,A,A,B,C,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,A,A,C,B,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,A,B,A,C,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,A,B,B,C,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,B,A,C,C,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,B,B,C,B,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,B,B,C,C,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,B,B,C,C,C,C,C,C,1
C,B,A,B,C,C,B,D,C,C,C,C,C,B,C,C,C,C,C,C,C,0
C,B,A,B,C,C,B,D,C,C,C,C,C,C,B,C,C,C,C,C,C,0
C,B,A,B,C,C,B,D,D,C,C,C,C,B,A,C,C,C,C,C,C,0
C,B,A,B,C,C,B,D,D,C,C,C,C,B,A,C,C,C,C,C,C,1
C,B,A,B,C,C,C,A,D,C,C,C,C,A,A,B,B,C,C,C,C,0
C,B,A,B,C,C,C,A,D,C,C,C,C,B,B,A,B,C,C,C,C,0
C,B,A,B,C,C,C,B,C,B,C,B,C,A,B,A,B,C,C,C,C,0
C,B,A,B,D,D,B,D,D,D,D,D,C,B,A,C,D,D,D,D,C,1
C,B,A,C,B,B,B,B,B,B,B,B,C,B,A,B,B,B,B,B,C,0
C,B,A,C,B,B,B,D,B,B,B,B,C,A,A,A,C,B,B,B,C,0
C,B,A,C,B,B,B,D,B,B,B,B,C,A,B,A,C,B,B,B,C,0
C,B,A,C,B,B,B,D,B,B,B,B,C,B,A,C,C,A,B,B,C,0
C,B,A,C,B,B,B,D,B,B,B,B,C,B,B,B,C,B,B,B,C,0
C,B,A,C,B,B,C,A,B,B,B,B,C,A,A,A,C,B,B,B,C,0
C,B,A,C,B,B,C,A,C,B,B,B,C,B,B,B,B,C,B,B,C,0
C,B,A,C,B,B,C,B,B,B,B,B,C,A,A,A,C,B,B,B,C,0
C,B,A,C,B,B,C,B,B,B,B,B,C,A,B,B,B,B,B,B,C,0
C,B,A,C,B,B,C,B,B,B,B,B,C,B,B,C,B,B,B,B,C,0
C,B,A,C,B,C,B,C,C,B,C,B,C,A,A,A,B,C,B,C,C,0
C,B,A,C,B,C,B,D,B,B,C,B,C,A,B,C,C,B,B,B,C,0
C,B,A,C,B,C,B,D,B,B,C,B,C,B,A,C,B,B,B,B,C,0
C,B,A,C,B,C,B,D,B,C,C,C,C,A,A,A,C,B,B,C,C,0
C,B,A,C,B,C,B,D,B,C,C,C,C,A,B,C,C,C,B,B,C,0
C,B,A,C,B,C,B,D,C,B,C,B,C,A,B,A,B,B,C,B,C,0
C,B,A,C,B,C,C,A,C,B,C,B,C,B,B,B,B,C,B,B,C,0
C,B,A,C,B,C,C,A,C,B,C,B,C,B,B,C,B,C,C,C,C,0
C,B,A,C,C,C,B,C,C,C,C,C,C,A,A,C,C,C,C,C,C,1
C,B,A,C,C,C,B,C,C,C,C,C,C,B,B,B,C,C,C,C,C,1
C,B,A,C,C,C,B,C,C,C,C,C,C,B,B,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,B,C,C,C,C,A,A,A,C,B,C,C,C,0
C,B,A,C,C,C,B,D,B,C,C,C,C,A,A,A,C,C,C,C,C,0
C,B,A,C,C,C,B,D,B,C,C,C,C,A,A,B,C,C,C,C,C,0
C,B,A,C,C,C,B,D,B,C,C,C,C,A,B,A,C,B,C,C,C,0
C,B,A,C,C,C,B,D,B,C,C,C,C,A,B,A,C,C,C,C,C,0
C,B,A,C,C,C,B,D,B,C,C,C,C,A,B,C,D,C,C,C,C,0
C,B,A,C,C,C,B,D,B,C,C,C,C,B,A,C,B,A,B,C,C,0
C,B,A,C,C,C,B,D,B,C,C,C,C,B,A,C,C,C,C,C,C,1
C,B,A,C,C,C,B,D,B,C,C,C,C,B,B,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,B,C,B,C,A,A,C,B,C,C,C,C,0
C,B,A,C,C,C,B,D,C,B,C,B,C,A,A,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,B,C,B,C,B,A,C,B,B,B,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,A,A,B,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,A,A,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,A,B,B,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,A,B,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,A,C,B,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,A,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,A,C,C,C,C,C,C,1
C,B,A,C,C,C,B,D,C,C,C,C,C,A,B,A,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,B,A,D,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,B,B,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,B,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,A,B,C,C,C,C,C,C,1
C,B,A,C,C,C,B,D,C,C,C,C,C,A,B,C,D,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,B,A,B,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,B,A,B,C,C,C,C,C,1
C,B,A,C,C,C,B,D,C,C,C,C,C,B,A,C,B,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,B,A,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,B,A,C,C,C,C,C,C,1
C,B,A,C,C,C,B,D,C,C,C,C,C,B,A,C,D,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,B,A,D,D,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,B,B,B,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,B,B,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,B,B,C,D,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,B,B,C,D,C,C,C,C,1
C,B,A,C,C,C,B,D,C,C,C,C,C,B,B,D,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,C,A,B,C,C,C,C,C,0
C,B,A,C,C,C,B,D,C,C,C,C,C,C,C,D,C,C,C,C,C,1
C,B,A,C,C,C,B,D,C,D,C,D,C,A,A,B,D,C,C,C,C,0
C,B,A,C,C,C,B,D,C,D,C,D,C,B,B,C,D,C,C,C,C,0
C,B,A,C,C,C,B,D,C,D,C,D,C,B,B,D,D,C,C,C,C,0
C,B,A,C,C,C,B,D,C,D,D,D,C,A,B,C,D,C,D,C,C,0
C,B,A,C,C,C,B,D,C,D,D,D,C,B,B,C,D,C,C,D,C,0
C,B,A,C,C,C,B,D,D,C,C,C,C,A,A,C,B,C,C,C,C,1
C,B,A,C,C,C,B,D,D,C,C,C,C,A,A,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,D,C,C,C,C,A,C,C,C,C,C,C,C,1
C,B,A,C,C,C,B,D,D,C,C,C,C,B,A,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,D,C,C,C,C,B,A,C,C,C,C,C,C,1
C,B,A,C,C,C,B,D,D,C,C,C,C,B,A,C,D,C,C,C,C,0
C,B,A,C,C,C,B,D,D,C,C,C,C,B,A,D,C,C,C,C,C,0
C,B,A,C,C,C,B,D,D,C,C,C,C,B,B,B,C,C,C,C,C,0
C,B,A,C,C,C,B,D,D,C,C,C,C,B,B,C,C,C,C,C,C,0
C,B,A,C,C,C,B,D,D,C,C,C,C,B,B,C,C,C,C,C,C,1
C,B,A,C,C,C,B,D,D,C,C,C,C,B,B,C,D,C,C,C,C,0
C,B,A,C,C,C,B,D,D,C,C,C,C,B,B,D,D,C,C,C,C,0
C,B,A,C,C,C,B,D,D,C,C,C,C,C,C,D,D,C,C,C,C,1
C,B,A,C,C,C,B,D,D,D,C,D,C,B,A,C,D,C,C,C,C,0
C,B,A,C,C,C,B,D,D,D,C,D,C,B,C,D,C,C,C,C,C,1
C,B,A,C,C,C,B,D,D,D,D,D,C,B,A,D,B,C,D,D,C,0
C,B,A,C,C,C,B,D,D,D,D,D,C,B,B,C,C,C,D,D,C,0
C,B,A,C,C,C,B,D,D,D,D,D,C,B,B,D,C,C,D,D,C,0
C,B,A,C,C,C,B,D,D,D,D,D,C,B,C,C,D,D,D,D,C,1
C,B,A,C,C,C,C,A,C,B,C,B,C,B,A,C,B,C,C,C,C,0
C,B,A,C,C,C,C,A,C,B,C,B,C,B,A,C,C,C,B,C,C,0
C,B,A,C,C,C,C,A,D,B,C,B,C,B,A,C,B,C,C,C,C,0
C,B,A,C,C,C,C,A,D,C,C,C,C,B,B,B,B,C,C,C,C,0
C,B,A,C,C,C,C,A,D,C,C,C,C,C,B,C,B,C,C,C,C,0
C,B,A,C,C,C,C,B,C,C,C,C,C,A,A,B,B,C,C,C,C,0
C,B,A,C,C,C,C,B,C,C,C,C,C,A,B,D,B,C,C,C,C,0
C,B,A,C,C,C,C,B,D,C,C,C,C,B,B,A,B,C,C,C,C,0
C,B,A,C,D,C,B,D,C,D,D,D,C,A,C,B,D,C,D,D,C,0
C,B,A,C,D,D,B,D,D,D,D,D,C,B,A,C,C,C,D,D,C,0
C,B,A,C,D,D,B,D,D,D,D,D,C,B,A,C,D,D,D,D,C,0
C,B,A,C,D,D,B,D,D,D,D,D,C,B,A,D,D,D,D,D,C,0
C,B,B,C,C,C,B,D,D,C,C,C,C,A,A,B,C,C,C,C,C,0
C,C,A,A,C,C,B,D,C,D,D,D,C,A,B,A,C,C,D,C,D,0
C,C,A,A,C,C,B,D,D,C,C,C,C,B,B,D,C,C,C,C,D,0
C,C,A,C,C,C,B,D,B,D,C,D,C,B,A,B,D,C,C,C,D,0
C,C,A,C,C,C,B,D,C,C,C,C,C,A,A,B,C,C,C,C,D,0
C,C,A,C,C,C,B,D,C,C,C,C,C,A,A,C,D,C,C,C,C,0
C,C,A,C,C,C,B,D,C,C,C,C,C,A,B,B,C,C,C,C,D,0
C,C,A,C,C,C,B,D,C,D,C,D,C,A,A,B,C,C,C,C,D,0
C,C,A,C,C,C,B,D,C,D,C,D,C,A,B,A,D,C,C,C,D,0
C,C,A,C,C,C,B,D,C,D,C,D,C,B,B,D,D,C,C,C,C,0
C,C,A,C,C,C,B,D,D,C,C,C,C,B,B,C,C,C,C,C,D,0
C,C,A,C,C,C,B,D,D,C,C,C,C,B,C,C,C,D,C,C,D,0
C,C,A,C,C,C,B,D,D,D,D,D,C,A,B,B,C,D,D,D,D,0
C,C,A,C,C,C,B,D,D,D,D,D,C,B,B,B,C,D,D,D,D,1
C,C,A,C,D,D,B,D,C,D,D,D,C,A,A,A,C,C,D,D,D,0
C,C,B,A,C,C,B,D,C,D,C,D,C,B,B,D,C,C,C,C,D,0
C,C,B,A,C,C,B,D,D,D,D,D,C,B,A,C,C,C,D,D,D,0
C,C,B,B,C,C,B,D,B,C,C,C,C,A,A,B,C,C,C,C,D,0
C,C,B,C,C,C,B,D,B,C,C,C,C,A,B,A,C,C,C,C,D,0
C,C,B,C,C,C,B,D,C,C,C,C,C,A,A,A,C,C,C,C,D,0
C,C,B,C,C,C,B,D,C,D,C,D,C,A,B,B,C,C,C,C,D,0
C,C,B,C,C,C,B,D,C,D,C,D,C,B,B,D,D,C,C,C,D,0
C,C,B,C,C,C,B,D,C,D,D,D,C,A,A,A,D,C,D,D,D,0
C,C,B,C,C,C,B,D,C,D,D,D,C,A,B,C,D,C,D,D,D,0
C,C,B,C,C,C,B,D,D,D,D,D,C,A,A,C,D,C,D,D,D,0
C,C,B,C,D,D,B,D,D,D,D,D,C,A,A,B,D,C,D,D,D,0
C,C,B,C,D,D,B,D,D,D,D,D,C,A,B,C,C,D,D,D,D,0
C,C,D,A,C,C,B,D,C,C,C,C,C,A,A,B,B,B,C,C,D,0
C,C,D,C,C,C,B,D,C,D,C,D,C,B,A,C,D,C,C,C,D,0
C,C,D,C,C,C,B,D,D,D,D,D,C,A,A,A,C,C,D,D,D,0
C,C,D,C,C,C,B,D,D,D,D,D,C,A,A,B,C,C,D,D,D,0
C,C,D,C,D,D,B,D,C,D,D,D,C,A,A,A,D,C,D,D,D,0
D,A,A,A,D,D,B,D,D,D,D,D,D,A,A,A,B,D,D,D,A,0
D,B,A,A,C,C,B,D,D,C,C,C,C,C,C,D,D,C,C,C,C,1
D,B,A,A,D,D,B,D,C,D,D,D,D,A,B,C,D,C,D,D,C,0
D,B,A,C,C,C,B,D,C,D,C,D,D,A,B,C,C,C,C,C,C,0
D,B,A,C,C,C,B,D,C,D,D,D,C,B,B,D,C,C,D,D,C,0
D,B,A,C,D,D,B,D,D,D,D,D,D,C,A,D,D,D,D,D,C,1
D,C,A,A,D,D,B,D,C,D,D,D,D,A,B,A,B,C,D,D,D,0
D,C,A,A,D,D,B,D,D,D,D,D,D,A,A,C,C,D,D,D,D,0
D,C,A,B,D,D,B,D,D,D,D,D,D,C,C,D,D,C,D,D,D,1
D,C,A,C,C,C,B,D,C,C,C,C,D,B,C,C,C,C,C,C,D,1
D,C,A,C,C,C,B,D,C,D,D,D,D,B,B,C,D,D,D,C,D,0
D,C,A,C,C,C,B,D,D,D,D,D,D,B,A,D,D,C,D,D,C,1
D,C,A,C,C,C,B,D,D,D,D,D,D,B,B,D,D,D,D,D,D,0
D,C,A,C,C,C,B,D,D,D,D,D,D,C,B,D,C,D,D,D,D,1
D,C,A,C,C,C,B,D,D,D,D,D,D,C,C,C,D,D,D,C,D,1
D,C,A,C,D,D,A,D,C,D,D,D,D,A,A,C,D,D,D,D,D,0
D,C,A,C,D,D,B,D,D,D,D,D,C,C,C,C,C,D,D,D,D,1
D,C,A,C,D,D,B,D,D,D,D,D,D,B,B,D,C,D,D,D,D,0
D,C,A,C,D,D,B,D,D,D,D,D,D,B,B,D,D,D,D,D,D,1
D,C,A,C,D,D,B,D,D,D,D,D,D,B,D,D,D,D,D,D,D,0
D,C,A,C,D,D,B,D,D,D,D,D,D,C,A,D,D,D,D,D,D,1
D,C,A,C,D,D,B,D,D,D,D,D,D,C,B,D,C,D,D,D,D,1
D,C,B,A,C,C,B,D,D,D,D,D,D,C,B,D,C,C,D,C,D,0
D,C,B,C,C,C,B,D,D,C,D,C,D,C,C,C,C,D,D,D,D,0
D,C,B,C,D,D,B,D,C,D,D,D,D,A,B,A,D,C,D,D,D,0
D,C,B,C,D,D,B,D,D,D,D,D,D,A,B,B,C,D,D,D,D,0
D,C,B,C,D,D,B,D,D,D,D,D,D,A,B,C,C,D,D,D,D,0
D,C,B,C,D,D,B,D,D,D,D,D,D,A,B,C,D,D,D,D,D,0
D,C,B,C,D,D,B,D,D,D,D,D,D,B,C,D,D,D,D,D,D,0
D,C,B,C,D,D,B,D,D,D,D,D,D,D,D,C,D,D,D,D,D,0
D,C,C,C,D,D,B,D,D,D,D,D,D,B,C,D,C,D,D,D,D,1
D,C,C,C,D,D,B,D,D,D,D,D,D,C,A,D,D,D,D,D,D,1
D,C,D,C,D,D,B,D,D,D,D,D,D,A,B,C,D,D,D,D,D,0
D,C,D,C,D,D,B,D,D,D,D,D,D,C,B,D,C,D,D,D,D,0
D,D,D,D,D,D,B,D,D,D,D,D,D,C,B,D,D,D,D,D,D,1
D,D,D,D,D,D,B,D,D,D,D,D,D,C,D,D,D,D,D,D,D,1
